NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;13;5;0;0.303000;39;120;120
1;14;6;3;0.306000;39;120;120
2;15;7;3;0.309000;39;120;120
3;16;8;3;0.312000;39;120;120
4;17;9;3;0.315000;39;120;120
5;12;4;5;0.300000;39;116;116
6;13;5;5;0.303000;39;116;116
7;14;6;2;0.306000;39;116;116
8;15;7;8;0.309000;39;116;116
9;12;4;1;0.300000;39;101;101
10;13;5;4;0.303000;39;101;101
11;12;4;1;0.300000;39;89;89
12;12;4;4;0.300000;39;80;80
13;13;5;2;0.303000;39;80;80
14;14;6;3;0.306000;39;80;80
15;15;7;6;0.309000;39;80;80
16;16;8;0;0.312000;39;80;80
17;17;9;2;0.315000;39;80;80
18;18;10;3;0.318000;39;80;80
19;19;11;5;0.321000;39;80;80
20;20;12;7;0.324000;39;80;80
21;21;13;8;0.327000;39;80;80
22;22;14;9;0.330000;39;80;80
23;23;15;6;0.333000;39;80;80
24;24;16;11;0.336000;39;80;80
25;25;17;10;0.339000;39;80;80
26;12;4;8;0.300000;39;78;78
27;13;5;6;0.303000;39;78;78
28;14;6;5;0.306000;39;78;78
29;15;7;2;0.309000;39;78;78
30;16;8;3;0.312000;39;78;78
31;17;9;3;0.315000;39;78;78
32;18;10;4;0.318000;39;78;78
33;12;4;9;0.300000;39;76;76
34;12;4;4;0.300000;39;75;75
35;12;4;2;0.300000;39;71;71
36;13;5;0;0.303000;39;71;71
37;14;6;2;0.306000;39;71;71
38;15;7;1;0.309000;39;71;71
39;16;8;2;0.312000;39;71;71
40;17;9;0;0.315000;39;71;71
41;12;4;4;0.300000;39;69;69
42;13;5;2;0.303000;39;69;69
43;14;6;3;0.306000;39;69;69
44;12;4;4;0.300000;39;59;59
45;13;5;3;0.303000;39;59;59
46;14;6;3;0.306000;39;59;59
47;15;7;5;0.309000;39;59;59
48;16;8;4;0.312000;39;59;59
49;17;9;4;0.315000;39;59;59
50;18;10;3;0.318000;39;59;59
51;19;11;4;0.321000;39;59;59
52;20;12;7;0.324000;39;59;59
53;21;13;6;0.327000;39;59;59
54;22;14;5;0.330000;39;59;59
55;23;15;6;0.333000;39;59;59
56;24;16;5;0.336000;39;59;59
57;25;17;14;0.339000;39;59;59
58;26;18;10;0.342000;39;59;59
59;27;19;13;0.345000;39;59;59
60;12;4;18;0.300000;39;47;47
61;13;5;14;0.303000;39;47;47
62;14;6;3;0.306000;39;47;47
63;15;7;3;0.309000;39;47;47
64;16;8;5;0.312000;39;47;47
65;17;9;2;0.315000;39;47;47
66;18;10;8;0.318000;39;47;47
67;19;11;4;0.321000;39;47;47
68;20;12;7;0.324000;39;47;47
69;21;13;4;0.327000;39;47;47
70;22;14;6;0.330000;39;47;47
71;23;15;4;0.333000;39;47;47
72;24;16;8;0.336000;39;47;47
73;25;17;10;0.339000;39;47;47
74;26;18;14;0.342000;39;47;47
75;27;19;12;0.345000;39;47;47
76;28;20;14;0.348000;39;47;47
77;29;21;16;0.351000;39;47;47
78;30;22;15;0.354000;39;47;47
79;31;23;18;0.357000;39;47;47
80;32;24;21;0.360000;39;47;47
81;33;25;25;0.363000;39;47;47
82;34;26;17;0.366000;39;47;47
83;35;27;22;0.369000;39;47;47
84;36;28;20;0.372000;39;47;47
85;37;29;21;0.375000;39;47;47
86;38;30;16;0.378000;39;47;47
87;39;31;26;0.381000;39;47;47
88;40;32;30;0.384000;39;47;47
89;41;33;27;0.387000;39;47;47
90;42;34;26;0.390000;39;47;47
91;43;35;37;0.393000;39;47;47
92;44;36;38;0.396000;39;47;47
93;45;37;33;0.399000;39;47;47
94;46;38;36;0.402000;39;47;47
95;47;39;42;0.405000;39;47;47
96;48;40;39;0.408000;39;47;47
97;49;41;46;0.411000;39;47;47
98;50;42;53;0.414000;39;47;47
99;51;43;54;0.417000;39;47;47
100;52;44;50;0.420000;39;47;47
101;53;45;48;0.423000;39;47;47
102;54;46;52;0.426000;39;47;47
103;55;47;54;0.429000;39;47;47
104;56;48;58;0.432000;39;47;47
105;57;49;58;0.435000;39;47;47
106;58;50;67;0.438000;39;47;47
107;59;51;63;0.441000;39;47;47
108;60;52;74;0.444000;39;47;47
109;61;53;82;0.447000;39;47;47
110;62;54;80;0.450000;39;47;47
111;63;55;75;0.453000;39;47;47
112;64;56;86;0.456000;39;47;47
113;65;57;85;0.459000;39;47;47
114;66;58;93;0.462000;39;47;47
115;67;59;92;0.465000;39;47;47
116;68;60;95;0.468000;39;47;47
117;69;61;101;0.471000;39;47;47
118;70;62;103;0.474000;39;47;47
119;71;63;98;0.477000;39;47;47
120;72;64;105;0.480000;39;47;47
121;73;65;116;0.483000;39;47;47
122;74;66;123;0.486000;39;47;47
123;75;67;141;0.489000;39;47;47
124;76;68;129;0.492000;39;47;47
125;77;69;134;0.495000;39;47;47
126;78;70;143;0.498000;39;47;47
127;79;71;157;0.501000;39;47;47
128;80;72;168;0.504000;39;47;47
129;81;73;155;0.507000;39;47;47
130;82;74;154;0.510000;39;47;47
131;83;75;179;0.513000;39;47;47
132;84;76;181;0.516000;39;47;47
