NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;71;22;14;0.300000;21282;153109;153109
1;70;22;13;0.300000;21282;150679;150679
2;70;22;18;0.300000;21282;148300;148300
3;71;22;9;0.300000;21282;148300;148300
4;70;22;14;0.300000;21282;148143;148143
5;71;22;12;0.300000;21282;148143;148143
6;70;22;15;0.300000;21282;143903;143903
7;71;22;16;0.300000;21282;143903;143903
8;72;22;10;0.300000;21282;143903;143903
9;73;22;8;0.300000;21282;143903;143903
10;74;22;15;0.300000;21282;143903;143903
11;75;22;16;0.300000;21282;143903;143903
12;70;22;14;0.300000;21282;142532;142532
13;71;22;12;0.300000;21282;142532;142532
14;70;22;12;0.300000;21282;140355;140355
15;71;22;6;0.300000;21282;140355;140355
16;72;22;11;0.300000;21282;140355;140355
17;73;22;4;0.300000;21282;140355;140355
18;74;22;6;0.300000;21282;140355;140355
19;75;22;7;0.300000;21282;140355;140355
20;70;22;11;0.300000;21282;138504;138504
21;71;22;9;0.300000;21282;138504;138504
22;72;22;11;0.300000;21282;138504;138504
23;70;22;15;0.300000;21282;136930;136930
24;70;22;8;0.300000;21282;135876;135876
25;71;22;10;0.300000;21282;135876;135876
26;72;22;10;0.300000;21282;135876;135876
27;73;22;14;0.300000;21282;135876;135876
28;70;22;9;0.300000;21282;134360;134360
29;71;22;9;0.300000;21282;134360;134360
30;72;22;11;0.300000;21282;134360;134360
31;73;22;13;0.300000;21282;134360;134360
32;74;22;13;0.300000;21282;134360;134360
33;70;22;10;0.300000;21282;134169;134169
34;70;22;9;0.300000;21282;130510;130510
35;71;22;10;0.300000;21282;130510;130510
36;72;22;9;0.300000;21282;130510;130510
37;70;22;8;0.300000;21282;130059;130059
38;71;22;7;0.300000;21282;130059;130059
39;72;22;13;0.300000;21282;130059;130059
40;73;22;9;0.300000;21282;130059;130059
41;74;22;16;0.300000;21282;130059;130059
42;75;22;9;0.300000;21282;130059;130059
43;76;22;12;0.300000;21282;130059;130059
44;70;22;13;0.300000;21282;128779;128779
45;71;22;11;0.300000;21282;128779;128779
46;72;22;11;0.300000;21282;128779;128779
47;73;22;11;0.300000;21282;128779;128779
48;70;22;18;0.300000;21282;126294;126294
49;71;22;8;0.300000;21282;126294;126294
50;72;22;5;0.300000;21282;126294;126294
51;73;22;8;0.300000;21282;126294;126294
52;70;22;14;0.300000;21282;125437;125437
53;71;22;10;0.300000;21282;125437;125437
54;70;22;17;0.300000;21282;125089;125089
55;70;22;10;0.300000;21282;124661;124661
56;71;22;18;0.300000;21282;124661;124661
57;72;22;14;0.300000;21282;124661;124661
58;73;22;15;0.300000;21282;124661;124661
59;70;22;13;0.300000;21282;123457;123457
60;71;22;13;0.300000;21282;123457;123457
61;72;22;7;0.300000;21282;123457;123457
62;73;22;10;0.300000;21282;123457;123457
63;70;22;10;0.300000;21282;122166;122166
64;71;22;8;0.300000;21282;122166;122166
65;72;22;8;0.300000;21282;122166;122166
66;73;22;14;0.300000;21282;122166;122166
67;74;22;9;0.300000;21282;122166;122166
68;75;22;10;0.300000;21282;122166;122166
69;70;22;13;0.300000;21282;120369;120369
70;71;22;9;0.300000;21282;120369;120369
71;72;22;12;0.300000;21282;120369;120369
72;73;22;9;0.300000;21282;120369;120369
73;70;22;6;0.300000;21282;120352;120352
74;71;22;12;0.300000;21282;120352;120352
75;72;22;8;0.300000;21282;120352;120352
76;73;22;19;0.300000;21282;120352;120352
77;74;22;16;0.300000;21282;120352;120352
78;70;22;10;0.300000;21282;117675;117675
79;71;22;10;0.300000;21282;117675;117675
80;72;22;13;0.300000;21282;117675;117675
81;73;22;18;0.300000;21282;117675;117675
82;74;22;13;0.300000;21282;117675;117675
83;70;22;13;0.300000;21282;113394;113394
84;71;22;19;0.300000;21282;113394;113394
85;72;22;12;0.300000;21282;113394;113394
86;73;22;12;0.300000;21282;113394;113394
87;74;22;16;0.300000;21282;113394;113394
88;75;22;11;0.300000;21282;113394;113394
89;76;22;12;0.300000;21282;113394;113394
90;77;22;12;0.300000;21282;113394;113394
91;70;22;14;0.300000;21282;112637;112637
92;71;22;16;0.300000;21282;112637;112637
93;72;22;10;0.300000;21282;112637;112637
94;73;22;11;0.300000;21282;112637;112637
95;74;22;12;0.300000;21282;112637;112637
96;75;22;14;0.300000;21282;112637;112637
97;70;22;9;0.300000;21282;110470;110470
98;71;22;13;0.300000;21282;110470;110470
99;72;22;15;0.300000;21282;110470;110470
100;73;22;7;0.300000;21282;110470;110470
101;74;22;9;0.300000;21282;110470;110470
102;75;22;11;0.300000;21282;110470;110470
103;76;22;13;0.300000;21282;110470;110470
104;70;22;11;0.300000;21282;108630;108630
105;71;22;11;0.300000;21282;108630;108630
106;72;22;14;0.300000;21282;108630;108630
107;73;22;9;0.300000;21282;108630;108630
108;74;22;10;0.300000;21282;108630;108630
