NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;50;15;18;0.300000;1950;8662;8662
1;51;16;9;0.303000;1950;8662;8662
2;52;17;6;0.306000;1950;8662;8662
3;50;15;8;0.300000;1950;8522;8522
4;50;15;13;0.300000;1950;7985;7985
5;51;16;13;0.303000;1950;7985;7985
6;52;17;8;0.306000;1950;7985;7985
7;53;18;11;0.309000;1950;7985;7985
8;54;19;11;0.312000;1950;7985;7985
9;50;15;13;0.300000;1950;7932;7932
10;50;15;10;0.300000;1950;7925;7925
11;50;15;10;0.300000;1950;7757;7757
12;51;16;8;0.303000;1950;7757;7757
13;50;15;5;0.300000;1950;7623;7623
14;51;16;17;0.303000;1950;7623;7623
15;50;15;7;0.300000;1950;7593;7593
16;51;16;10;0.303000;1950;7593;7593
17;52;17;8;0.306000;1950;7593;7593
18;50;15;11;0.300000;1950;7511;7511
19;51;16;9;0.303000;1950;7511;7511
20;52;17;9;0.306000;1950;7511;7511
21;53;18;9;0.309000;1950;7511;7511
22;54;19;9;0.312000;1950;7511;7511
23;55;20;11;0.315000;1950;7511;7511
24;50;15;13;0.300000;1950;7508;7508
25;50;15;11;0.300000;1950;7504;7504
26;50;15;9;0.300000;1950;7383;7383
27;51;16;8;0.303000;1950;7383;7383
28;50;15;11;0.300000;1950;7311;7311
29;51;16;14;0.303000;1950;7311;7311
30;52;17;8;0.306000;1950;7311;7311
31;53;18;9;0.309000;1950;7311;7311
32;50;15;9;0.300000;1950;7276;7276
33;51;16;10;0.303000;1950;7276;7276
34;50;15;12;0.300000;1950;7234;7234
35;50;15;6;0.300000;1950;7199;7199
36;50;15;11;0.300000;1950;7162;7162
37;51;16;6;0.303000;1950;7162;7162
38;52;17;10;0.306000;1950;7162;7162
39;53;18;8;0.309000;1950;7162;7162
40;50;15;18;0.300000;1950;7153;7153
41;51;16;14;0.303000;1950;7153;7153
42;50;15;9;0.300000;1950;7123;7123
43;51;16;8;0.303000;1950;7123;7123
44;52;17;9;0.306000;1950;7123;7123
45;50;15;11;0.300000;1950;7095;7095
46;51;16;7;0.303000;1950;7095;7095
47;50;15;7;0.300000;1950;6945;6945
48;51;16;9;0.303000;1950;6945;6945
49;52;17;10;0.306000;1950;6945;6945
50;53;18;12;0.309000;1950;6945;6945
51;54;19;9;0.312000;1950;6945;6945
52;55;20;10;0.315000;1950;6945;6945
53;56;21;16;0.318000;1950;6945;6945
54;57;22;14;0.321000;1950;6945;6945
55;58;23;12;0.324000;1950;6945;6945
56;59;24;15;0.327000;1950;6945;6945
57;60;25;22;0.330000;1950;6945;6945
58;50;15;15;0.300000;1950;6933;6933
59;51;16;13;0.303000;1950;6933;6933
60;52;17;6;0.306000;1950;6933;6933
61;50;15;9;0.300000;1950;6876;6876
62;51;16;9;0.303000;1950;6876;6876
63;52;17;7;0.306000;1950;6876;6876
64;53;18;11;0.309000;1950;6876;6876
65;54;19;14;0.312000;1950;6876;6876
66;55;20;11;0.315000;1950;6876;6876
67;50;15;13;0.300000;1950;6770;6770
68;50;15;12;0.300000;1950;6723;6723
69;51;16;6;0.303000;1950;6723;6723
70;52;17;5;0.306000;1950;6723;6723
71;53;18;7;0.309000;1950;6723;6723
72;54;19;9;0.312000;1950;6723;6723
73;55;20;11;0.315000;1950;6723;6723
74;56;21;9;0.318000;1950;6723;6723
75;57;22;8;0.321000;1950;6723;6723
76;58;23;14;0.324000;1950;6723;6723
77;59;24;20;0.327000;1950;6723;6723
78;60;25;22;0.330000;1950;6723;6723
79;61;26;18;0.333000;1950;6723;6723
80;62;27;16;0.336000;1950;6723;6723
81;63;28;20;0.339000;1950;6723;6723
82;64;29;24;0.342000;1950;6723;6723
83;65;30;23;0.345000;1950;6723;6723
84;66;31;29;0.348000;1950;6723;6723
85;67;32;28;0.351000;1950;6723;6723
86;68;33;28;0.354000;1950;6723;6723
87;69;34;25;0.357000;1950;6723;6723
88;70;35;23;0.360000;1950;6723;6723
89;71;36;30;0.363000;1950;6723;6723
90;72;37;29;0.366000;1950;6723;6723
91;50;15;27;0.300000;1950;6636;6636
92;51;16;15;0.303000;1950;6636;6636
93;52;17;15;0.306000;1950;6636;6636
94;53;18;9;0.309000;1950;6636;6636
95;54;19;8;0.312000;1950;6636;6636
96;55;20;9;0.315000;1950;6636;6636
97;56;21;10;0.318000;1950;6636;6636
98;50;15;14;0.300000;1950;6555;6555
99;51;16;8;0.303000;1950;6555;6555
100;52;17;5;0.306000;1950;6555;6555
101;53;18;7;0.309000;1950;6555;6555
102;54;19;14;0.312000;1950;6555;6555
103;55;20;14;0.315000;1950;6555;6555
104;56;21;9;0.318000;1950;6555;6555
105;57;22;11;0.321000;1950;6555;6555
106;58;23;19;0.324000;1950;6555;6555
107;59;24;18;0.327000;1950;6555;6555
108;60;25;14;0.330000;1950;6555;6555
109;61;26;11;0.333000;1950;6555;6555
110;62;27;16;0.336000;1950;6555;6555
111;50;15;17;0.300000;1950;6519;6519
112;51;16;19;0.303000;1950;6519;6519
113;52;17;12;0.306000;1950;6519;6519
114;53;18;11;0.309000;1950;6519;6519
115;54;19;13;0.312000;1950;6519;6519
116;55;20;11;0.315000;1950;6519;6519
117;56;21;7;0.318000;1950;6519;6519
118;50;15;10;0.300000;1950;6464;6464
119;51;16;9;0.303000;1950;6464;6464
120;52;17;13;0.306000;1950;6464;6464
