NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;31;11;3;0.303000;1613;5402;5402
1;32;12;5;0.306000;1613;5402;5402
2;30;10;10;0.300000;1613;4383;4383
3;31;11;7;0.303000;1613;4383;4383
4;30;10;4;0.300000;1613;4351;4351
5;31;11;4;0.303000;1613;4351;4351
6;32;12;6;0.306000;1613;4351;4351
7;33;13;11;0.309000;1613;4351;4351
8;34;14;10;0.312000;1613;4351;4351
9;35;15;7;0.315000;1613;4351;4351
10;36;16;8;0.318000;1613;4351;4351
11;37;17;6;0.321000;1613;4351;4351
12;38;18;9;0.324000;1613;4351;4351
13;39;19;18;0.327000;1613;4351;4351
14;30;10;8;0.300000;1613;4342;4342
15;31;11;7;0.303000;1613;4342;4342
16;32;12;4;0.306000;1613;4342;4342
17;30;10;8;0.300000;1613;4237;4237
18;31;11;4;0.303000;1613;4237;4237
19;32;12;7;0.306000;1613;4237;4237
20;33;13;10;0.309000;1613;4237;4237
21;34;14;14;0.312000;1613;4237;4237
22;35;15;15;0.315000;1613;4237;4237
23;36;16;14;0.318000;1613;4237;4237
24;37;17;7;0.321000;1613;4237;4237
25;38;18;8;0.324000;1613;4237;4237
26;39;19;6;0.327000;1613;4237;4237
27;40;20;10;0.330000;1613;4237;4237
28;41;21;13;0.333000;1613;4237;4237
29;42;22;13;0.336000;1613;4237;4237
30;43;23;18;0.339000;1613;4237;4237
31;44;24;21;0.342000;1613;4237;4237
32;45;25;15;0.345000;1613;4237;4237
33;30;10;17;0.300000;1613;4206;4206
34;31;11;17;0.303000;1613;4206;4206
35;32;12;12;0.306000;1613;4206;4206
36;33;13;11;0.309000;1613;4206;4206
37;34;14;7;0.312000;1613;4206;4206
38;35;15;7;0.315000;1613;4206;4206
39;36;16;8;0.318000;1613;4206;4206
40;37;17;13;0.321000;1613;4206;4206
41;38;18;9;0.324000;1613;4206;4206
42;39;19;7;0.327000;1613;4206;4206
43;40;20;10;0.330000;1613;4206;4206
44;41;21;11;0.333000;1613;4206;4206
45;42;22;12;0.336000;1613;4206;4206
46;43;23;16;0.339000;1613;4206;4206
47;44;24;11;0.342000;1613;4206;4206
48;45;25;13;0.345000;1613;4206;4206
49;46;26;13;0.348000;1613;4206;4206
50;30;10;18;0.300000;1613;4103;4103
51;31;11;11;0.303000;1613;4103;4103
52;30;10;11;0.300000;1613;4094;4094
53;31;11;12;0.303000;1613;4094;4094
54;32;12;8;0.306000;1613;4094;4094
55;33;13;5;0.309000;1613;4094;4094
56;34;14;6;0.312000;1613;4094;4094
57;30;10;10;0.300000;1613;4027;4027
58;31;11;9;0.303000;1613;4027;4027
59;30;10;9;0.300000;1613;3928;3928
60;30;10;2;0.300000;1613;3907;3907
61;30;10;3;0.300000;1613;3817;3817
62;31;11;7;0.303000;1613;3817;3817
63;32;12;2;0.306000;1613;3817;3817
64;33;13;3;0.309000;1613;3817;3817
65;34;14;6;0.312000;1613;3817;3817
66;35;15;6;0.315000;1613;3817;3817
67;36;16;7;0.318000;1613;3817;3817
68;37;17;7;0.321000;1613;3817;3817
69;38;18;15;0.324000;1613;3817;3817
70;39;19;11;0.327000;1613;3817;3817
71;40;20;7;0.330000;1613;3817;3817
72;41;21;9;0.333000;1613;3817;3817
73;30;10;16;0.300000;1613;3814;3814
74;31;11;15;0.303000;1613;3814;3814
75;32;12;11;0.306000;1613;3814;3814
76;33;13;7;0.309000;1613;3814;3814
77;34;14;6;0.312000;1613;3814;3814
78;35;15;8;0.315000;1613;3814;3814
79;36;16;11;0.318000;1613;3814;3814
80;37;17;12;0.321000;1613;3814;3814
81;30;10;9;0.300000;1613;3807;3807
82;31;11;9;0.303000;1613;3807;3807
83;32;12;6;0.306000;1613;3807;3807
84;33;13;11;0.309000;1613;3807;3807
85;30;10;9;0.300000;1613;3752;3752
86;31;11;8;0.303000;1613;3752;3752
87;32;12;7;0.306000;1613;3752;3752
88;33;13;7;0.309000;1613;3752;3752
89;34;14;9;0.312000;1613;3752;3752
90;35;15;11;0.315000;1613;3752;3752
91;36;16;11;0.318000;1613;3752;3752
92;37;17;8;0.321000;1613;3752;3752
93;38;18;8;0.324000;1613;3752;3752
94;39;19;9;0.327000;1613;3752;3752
95;40;20;17;0.330000;1613;3752;3752
96;41;21;14;0.333000;1613;3752;3752
97;42;22;11;0.336000;1613;3752;3752
98;43;23;11;0.339000;1613;3752;3752
99;44;24;13;0.342000;1613;3752;3752
100;30;10;14;0.300000;1613;3707;3707
101;31;11;10;0.303000;1613;3707;3707
102;32;12;3;0.306000;1613;3707;3707
103;33;13;7;0.309000;1613;3707;3707
104;34;14;6;0.312000;1613;3707;3707
105;35;15;12;0.315000;1613;3707;3707
106;36;16;10;0.318000;1613;3707;3707
107;37;17;11;0.321000;1613;3707;3707
108;38;18;12;0.324000;1613;3707;3707
109;39;19;12;0.327000;1613;3707;3707
110;40;20;11;0.330000;1613;3707;3707
111;41;21;11;0.333000;1613;3707;3707
112;42;22;12;0.336000;1613;3707;3707
113;43;23;17;0.339000;1613;3707;3707
114;44;24;13;0.342000;1613;3707;3707
115;45;25;18;0.345000;1613;3707;3707
116;46;26;18;0.348000;1613;3707;3707
117;47;27;14;0.351000;1613;3707;3707
118;48;28;21;0.354000;1613;3707;3707
119;49;29;25;0.357000;1613;3707;3707
120;50;30;32;0.360000;1613;3707;3707
121;51;31;26;0.363000;1613;3707;3707
122;52;32;26;0.366000;1613;3707;3707
123;53;33;25;0.369000;1613;3707;3707
124;54;34;28;0.372000;1613;3707;3707
125;55;35;27;0.375000;1613;3707;3707
126;56;36;37;0.378000;1613;3707;3707
127;57;37;30;0.381000;1613;3707;3707
128;58;38;38;0.384000;1613;3707;3707
129;59;39;31;0.387000;1613;3707;3707
130;60;40;32;0.390000;1613;3707;3707
131;61;41;36;0.393000;1613;3707;3707
132;62;42;37;0.396000;1613;3707;3707
133;63;43;36;0.399000;1613;3707;3707
134;64;44;47;0.402000;1613;3707;3707
135;65;45;48;0.405000;1613;3707;3707
136;66;46;49;0.408000;1613;3707;3707
137;67;47;52;0.411000;1613;3707;3707
138;30;10;55;0.300000;1613;3614;3614
139;31;11;25;0.303000;1613;3614;3614
140;32;12;12;0.306000;1613;3614;3614
141;33;13;4;0.309000;1613;3614;3614
142;34;14;6;0.312000;1613;3614;3614
143;35;15;11;0.315000;1613;3614;3614
144;36;16;8;0.318000;1613;3614;3614
145;37;17;6;0.321000;1613;3614;3614
146;38;18;7;0.324000;1613;3614;3614
147;39;19;3;0.327000;1613;3614;3614
148;40;20;12;0.330000;1613;3614;3614
149;41;21;12;0.333000;1613;3614;3614
150;42;22;13;0.336000;1613;3614;3614
151;43;23;20;0.339000;1613;3614;3614
152;44;24;13;0.342000;1613;3614;3614
153;45;25;19;0.345000;1613;3614;3614
154;46;26;17;0.348000;1613;3614;3614
155;47;27;16;0.351000;1613;3614;3614
156;48;28;22;0.354000;1613;3614;3614
157;30;10;21;0.300000;1613;3603;3603
158;31;11;16;0.303000;1613;3603;3603
159;32;12;9;0.306000;1613;3603;3603
160;33;13;4;0.309000;1613;3603;3603
161;34;14;4;0.312000;1613;3603;3603
162;30;10;7;0.300000;1613;3507;3507
163;31;11;11;0.303000;1613;3507;3507
164;32;12;10;0.306000;1613;3507;3507
165;33;13;8;0.309000;1613;3507;3507
166;34;14;9;0.312000;1613;3507;3507
167;35;15;12;0.315000;1613;3507;3507
168;36;16;12;0.318000;1613;3507;3507
169;37;17;5;0.321000;1613;3507;3507
170;38;18;6;0.324000;1613;3507;3507
171;39;19;8;0.327000;1613;3507;3507
172;40;20;11;0.330000;1613;3507;3507
173;41;21;10;0.333000;1613;3507;3507
174;42;22;15;0.336000;1613;3507;3507
175;43;23;11;0.339000;1613;3507;3507
176;44;24;14;0.342000;1613;3507;3507
177;45;25;21;0.345000;1613;3507;3507
178;46;26;17;0.348000;1613;3507;3507
179;47;27;24;0.351000;1613;3507;3507
180;48;28;19;0.354000;1613;3507;3507
181;49;29;21;0.357000;1613;3507;3507
182;50;30;26;0.360000;1613;3507;3507
183;30;10;18;0.300000;1613;3479;3479
184;31;11;18;0.303000;1613;3479;3479
185;32;12;5;0.306000;1613;3479;3479
186;33;13;6;0.309000;1613;3479;3479
187;34;14;9;0.312000;1613;3479;3479
188;35;15;10;0.315000;1613;3479;3479
189;36;16;6;0.318000;1613;3479;3479
190;37;17;7;0.321000;1613;3479;3479
191;38;18;12;0.324000;1613;3479;3479
192;39;19;7;0.327000;1613;3479;3479
193;40;20;14;0.330000;1613;3479;3479
194;41;21;8;0.333000;1613;3479;3479
195;30;10;18;0.300000;1613;3439;3439
196;31;11;11;0.303000;1613;3439;3439
197;32;12;5;0.306000;1613;3439;3439
198;33;13;5;0.309000;1613;3439;3439
199;34;14;1;0.312000;1613;3439;3439
200;30;10;7;0.300000;1613;3417;3417
201;31;11;7;0.303000;1613;3417;3417
