NumerGeneracji;Wielkoœæ Populacji;Liczba Krzy¿owañ;Liczba Mutacji;Prawdopodobieñstwo Mutacji;Optymalna Œcie¿ka;Najlepsza Œcie¿ka;Najlepsza w danej Populacji
0;31;10;10;0.300000;1613;5663;5663
1;30;10;5;0.300000;1613;5491;5491
2;31;10;2;0.300000;1613;5491;5491
3;30;10;5;0.300000;1613;5216;5216
4;31;10;2;0.300000;1613;5216;5216
5;32;10;6;0.300000;1613;5216;5216
6;33;10;6;0.300000;1613;5216;5216
7;34;10;4;0.300000;1613;5216;5216
8;35;10;7;0.300000;1613;5216;5216
9;36;10;7;0.300000;1613;5216;5216
10;37;10;8;0.300000;1613;5216;5216
11;38;10;5;0.300000;1613;5216;5216
12;39;10;6;0.300000;1613;5216;5216
13;40;10;5;0.300000;1613;5216;5216
14;41;10;6;0.300000;1613;5216;5216
15;42;10;4;0.300000;1613;5216;5216
16;30;10;6;0.300000;1613;5165;5165
17;31;10;5;0.300000;1613;5165;5165
18;32;10;8;0.300000;1613;5165;5165
19;33;10;9;0.300000;1613;5165;5165
20;34;10;5;0.300000;1613;5165;5165
21;30;10;8;0.300000;1613;5139;5139
22;31;10;11;0.300000;1613;5139;5139
23;30;10;7;0.300000;1613;5047;5047
24;31;10;7;0.300000;1613;5047;5047
25;32;10;6;0.300000;1613;5047;5047
26;33;10;3;0.300000;1613;5047;5047
27;34;10;1;0.300000;1613;5047;5047
28;30;10;6;0.300000;1613;4873;4873
29;31;10;7;0.300000;1613;4873;4873
30;32;10;8;0.300000;1613;4873;4873
31;33;10;3;0.300000;1613;4873;4873
32;30;10;7;0.300000;1613;4677;4677
33;31;10;4;0.300000;1613;4677;4677
34;32;10;4;0.300000;1613;4677;4677
35;33;10;2;0.300000;1613;4677;4677
36;34;10;5;0.300000;1613;4677;4677
37;30;10;5;0.300000;1613;4574;4574
38;31;10;8;0.300000;1613;4574;4574
39;32;10;7;0.300000;1613;4574;4574
40;33;10;1;0.300000;1613;4574;4574
41;34;10;4;0.300000;1613;4574;4574
42;35;10;4;0.300000;1613;4574;4574
43;36;10;10;0.300000;1613;4574;4574
44;30;10;9;0.300000;1613;4511;4511
45;31;10;8;0.300000;1613;4511;4511
46;32;10;7;0.300000;1613;4511;4511
47;33;10;2;0.300000;1613;4511;4511
48;34;10;2;0.300000;1613;4511;4511
49;35;10;3;0.300000;1613;4511;4511
50;36;10;5;0.300000;1613;4511;4511
51;37;10;6;0.300000;1613;4511;4511
52;38;10;10;0.300000;1613;4511;4511
53;39;10;9;0.300000;1613;4511;4511
54;40;10;4;0.300000;1613;4511;4511
55;30;10;6;0.300000;1613;4414;4414
56;31;10;5;0.300000;1613;4414;4414
